S.no,vegetableName,price,imageProperties_vegetableHeight,imageProperties_vegetableWidth,imageProperties_vegetableTop,units,id,shopingMallPrice,retailPrice,table_imageUrl,table_imageSize,table_heightRatio,date
9794,Cauliflower,25,64,71,1421,1kg,cauliflower,30 - 41,29 - 32,resource/images/vegetables/cauliflower-64.png,1,0.92,7/26/2022
9795,Cluster beans,33,64,85,1485,1kg,clusterBeans,40 - 54,38 - 42,resource/images/vegetables/clusterBeans-64.png,1,0.77,7/26/2022
9796,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,7/26/2022
9797,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,7/26/2022
9798,Colocasia,26,64,96,1677,1kg,colocasia,31 - 43,30 - 33,resource/images/vegetables/colocasia-64.png,1,0.66,7/26/2022
9799,Coriander Leaves,12,64,56,1741,1kg,corianderLeaves,14 - 20,14 - 15,resource/images/vegetables/corianderLeaves-64.png,1,1.12,7/26/2022
9800,Corn,24,111,64,1805,1kg,corn,29 - 40,28 - 30,resource/images/vegetables/corn-64.png,0.8,1.7,7/26/2022
9801,Cucumber,20,64,92,1916,1kg,cucumber,24 - 33,23 - 25,resource/images/vegetables/cucumber-64.png,1,0.7,7/26/2022
9802,Curry Leaves,25,81,64,1980,1kg,curryLeaves,30 - 41,29 - 32,resource/images/vegetables/curryLeaves-64.png,1,1.26,7/26/2022
9803,Dill Leaves,11,77,64,2061,1kg,dillLeaves,13 - 18,13 - 14,resource/images/vegetables/dillLeaves-64.png,1,1.16,7/26/2022
9804,Drumsticks,30,64,87,2138,1kg,drumsticks,36 - 50,35 - 38,resource/images/vegetables/drumsticks-64.png,1,0.74,7/26/2022
9805,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,7/26/2022
9806,Brinjal (Big),29,71,64,2288,1kg,brinjalBig,35 - 48,33 - 37,resource/images/vegetables/brinjalBig-64.png,1,1.13,7/26/2022
9807,Elephant Yam,29,64,86,2423,1kg,elephantYam,35 - 48,33 - 37,resource/images/vegetables/elephantYam-64.png,1,0.75,7/26/2022
9808,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,7/26/2022
9809,French Beans,64,64,97,2615,1kg,frenchBeans,77 - 106,74 - 81,resource/images/vegetables/frenchBeans-64.png,1,0.67,7/26/2022
9810,Garlic,73,68,64,2679,1kg,garlic,88 - 120,84 - 93,resource/images/vegetables/garlic-64.png,1,1.04,7/26/2022
9811,Ginger,39,64,71,549,1kg,ginger,47 - 64,45 - 50,resource/images/vegetables/ginger-64.png,1,0.92,7/26/2022
9812,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,7/26/2022
9813,Green Peas,73,64,84,2943,1kg,greenPeas,88 - 120,84 - 93,resource/images/vegetables/greenPeas-64.png,1,0.77,7/26/2022
9814,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,7/26/2022
9815,Lemon (Lime),59,64,72,3071,1kg,lemon,71 - 97,68 - 75,resource/images/vegetables/lemon-64.png,1,0.88,7/26/2022
9816,Mango Raw,64,64,73,3210,1kg,mangoRaw,77 - 106,74 - 81,resource/images/vegetables/mangoRaw-64.png,1,0.87,7/26/2022
9817,Mint Leaves,4,64,101,3274,1kg,mintLeaves,7-May,5-May,resource/images/vegetables/mintLeaves-64.png,1,0.72,7/26/2022
9818,Mushroom,79,83,64,3338,1kg,mushroom,95 - 130,91 - 100,resource/images/vegetables/mushroom-64.png,0.8,1.29,7/26/2022
9819,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,7/26/2022
9820,Ladies Finger,33,92,64,3509,1kg,ladiesFinger,40 - 54,38 - 42,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,7/26/2022
9821,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,7/26/2022
9822,Radish,25,88,64,3665,1kg,radish,30 - 41,29 - 32,resource/images/vegetables/radish-64.png,0.9,1.37,7/26/2022
9823,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,7/26/2022
9824,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,7/26/2022
9825,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,7/26/2022
9826,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,7/26/2022
9827,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,7/26/2022
9828,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,7/26/2022
9829,Onion Big,21,64,64,0,1kg,onionBig,25 - 35,24 - 27,resource/images/vegetables/onionBig-64.png,1,1,7/27/2022
9830,Onion Small,32,60,64,64,1kg,onionSmall,38 - 53,37 - 41,resource/images/vegetables/onionSmall-64.png,1,0.94,7/27/2022
9831,Tomato,20,50,64,124,1kg,tomato,24 - 33,23 - 25,resource/images/vegetables/tomato-64.png,1.2,0.77,7/27/2022
9832,Green Chilli,37,69,64,174,1kg,greenChili,44 - 61,43 - 47,resource/images/vegetables/greenChili-64.png,1,1.08,7/27/2022
9833,Beetroot,41,93,64,243,1kg,beetroot,49 - 68,47 - 52,resource/images/vegetables/beetroot-64.png,0.8,1.43,7/27/2022
9834,Potato,33,64,90,400,1kg,potato,40 - 54,38 - 42,resource/images/vegetables/potato-64.png,1,0.72,7/27/2022
9835,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,7/27/2022
9836,Amaranth Leaves,9,64,78,613,1kg,amaranthLeaves,15-Nov,11-Oct,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,7/27/2022
9837,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,7/27/2022
9838,Ash gourd,28,64,109,741,1kg,ashGourd,34 - 46,32 - 36,resource/images/vegetables/ashGourd-64.png,1,0.59,7/27/2022
9839,Baby Corn,49,64,100,805,1kg,babyCorn,59 - 81,56 - 62,resource/images/vegetables/babyCorn-64.png,1,0.64,7/27/2022
9840,Banana Flower,13,64,107,869,1kg,bananaFlower,16 - 21,15 - 17,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,7/27/2022
9841,Capsicum,32,81,64,933,1kg,capsicum,38 - 53,37 - 41,resource/images/vegetables/capsicum-64.png,0.8,1.26,7/27/2022
9842,Bitter Gourd,35,64,87,1101,1kg,bitterGourd,42 - 58,40 - 44,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,7/27/2022
9843,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,7/27/2022
9844,Butter Beans,77,64,82,1229,1kg,butterBeans,92 - 127,89 - 98,resource/images/vegetables/butterBeans-64.png,1.1,0.8,7/27/2022
9845,Broad Beans,39,64,96,1293,1kg,broadBeans,47 - 64,45 - 50,resource/images/vegetables/broadBeans-64.png,1.2,0.66,7/27/2022
9846,Cabbage,21,64,70,1357,1kg,cabbage,25 - 35,24 - 27,resource/images/vegetables/cabbage-64.png,1,0.92,7/27/2022
9847,Carrot,43,85,64,464,1kg,carrot,52 - 71,49 - 55,resource/images/vegetables/carrot-64.png,1,1.28,7/27/2022
9848,Cauliflower,25,64,71,1421,1kg,cauliflower,30 - 41,29 - 32,resource/images/vegetables/cauliflower-64.png,1,0.92,7/27/2022
9849,Cluster beans,33,64,85,1485,1kg,clusterBeans,40 - 54,38 - 42,resource/images/vegetables/clusterBeans-64.png,1,0.77,7/27/2022
9850,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,7/27/2022
9851,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,7/27/2022
9852,Colocasia,26,64,96,1677,1kg,colocasia,31 - 43,30 - 33,resource/images/vegetables/colocasia-64.png,1,0.66,7/27/2022
9853,Coriander Leaves,12,64,56,1741,1kg,corianderLeaves,14 - 20,14 - 15,resource/images/vegetables/corianderLeaves-64.png,1,1.12,7/27/2022
9854,Corn,24,111,64,1805,1kg,corn,29 - 40,28 - 30,resource/images/vegetables/corn-64.png,0.8,1.7,7/27/2022
9855,Cucumber,20,64,92,1916,1kg,cucumber,24 - 33,23 - 25,resource/images/vegetables/cucumber-64.png,1,0.7,7/27/2022
9856,Curry Leaves,25,81,64,1980,1kg,curryLeaves,30 - 41,29 - 32,resource/images/vegetables/curryLeaves-64.png,1,1.26,7/27/2022
9857,Dill Leaves,11,77,64,2061,1kg,dillLeaves,13 - 18,13 - 14,resource/images/vegetables/dillLeaves-64.png,1,1.16,7/27/2022
9858,Drumsticks,30,64,87,2138,1kg,drumsticks,36 - 50,35 - 38,resource/images/vegetables/drumsticks-64.png,1,0.74,7/27/2022
9859,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,7/27/2022
9860,Brinjal (Big),29,71,64,2288,1kg,brinjalBig,35 - 48,33 - 37,resource/images/vegetables/brinjalBig-64.png,1,1.13,7/27/2022
9861,Elephant Yam,29,64,86,2423,1kg,elephantYam,35 - 48,33 - 37,resource/images/vegetables/elephantYam-64.png,1,0.75,7/27/2022
9862,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,7/27/2022
9863,French Beans,64,64,97,2615,1kg,frenchBeans,77 - 106,74 - 81,resource/images/vegetables/frenchBeans-64.png,1,0.67,7/27/2022
9864,Garlic,73,68,64,2679,1kg,garlic,88 - 120,84 - 93,resource/images/vegetables/garlic-64.png,1,1.04,7/27/2022
9865,Ginger,39,64,71,549,1kg,ginger,47 - 64,45 - 50,resource/images/vegetables/ginger-64.png,1,0.92,7/27/2022
9866,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,7/27/2022
9867,Green Peas,73,64,84,2943,1kg,greenPeas,88 - 120,84 - 93,resource/images/vegetables/greenPeas-64.png,1,0.77,7/27/2022
9868,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,7/27/2022
9869,Lemon (Lime),59,64,72,3071,1kg,lemon,71 - 97,68 - 75,resource/images/vegetables/lemon-64.png,1,0.88,7/27/2022
9870,Mango Raw,64,64,73,3210,1kg,mangoRaw,77 - 106,74 - 81,resource/images/vegetables/mangoRaw-64.png,1,0.87,7/27/2022
9871,Mint Leaves,4,64,101,3274,1kg,mintLeaves,7-May,5-May,resource/images/vegetables/mintLeaves-64.png,1,0.72,7/27/2022
9872,Mushroom,79,83,64,3338,1kg,mushroom,95 - 130,91 - 100,resource/images/vegetables/mushroom-64.png,0.8,1.29,7/27/2022
9873,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,7/27/2022
9874,Ladies Finger,33,92,64,3509,1kg,ladiesFinger,40 - 54,38 - 42,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,7/27/2022
9875,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,7/27/2022
9876,Radish,25,88,64,3665,1kg,radish,30 - 41,29 - 32,resource/images/vegetables/radish-64.png,0.9,1.37,7/27/2022
9877,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,7/27/2022
9878,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,7/27/2022
9879,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,7/27/2022
9880,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,7/27/2022
9881,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,7/27/2022
9882,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,7/27/2022
9883,Onion Big,21,64,64,0,1kg,onionBig,25 - 35,24 - 27,resource/images/vegetables/onionBig-64.png,1,1,7/28/2022
9884,Onion Small,32,60,64,64,1kg,onionSmall,38 - 53,37 - 41,resource/images/vegetables/onionSmall-64.png,1,0.94,7/28/2022
9885,Tomato,20,50,64,124,1kg,tomato,24 - 33,23 - 25,resource/images/vegetables/tomato-64.png,1.2,0.77,7/28/2022
9886,Green Chilli,37,69,64,174,1kg,greenChili,44 - 61,43 - 47,resource/images/vegetables/greenChili-64.png,1,1.08,7/28/2022
9887,Beetroot,41,93,64,243,1kg,beetroot,49 - 68,47 - 52,resource/images/vegetables/beetroot-64.png,0.8,1.43,7/28/2022
9888,Potato,33,64,90,400,1kg,potato,40 - 54,38 - 42,resource/images/vegetables/potato-64.png,1,0.72,7/28/2022
9889,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,7/28/2022
9890,Amaranth Leaves,9,64,78,613,1kg,amaranthLeaves,15-Nov,11-Oct,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,7/28/2022
9891,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,7/28/2022
9892,Ash gourd,28,64,109,741,1kg,ashGourd,34 - 46,32 - 36,resource/images/vegetables/ashGourd-64.png,1,0.59,7/28/2022
9893,Baby Corn,49,64,100,805,1kg,babyCorn,59 - 81,56 - 62,resource/images/vegetables/babyCorn-64.png,1,0.64,7/28/2022
9894,Banana Flower,13,64,107,869,1kg,bananaFlower,16 - 21,15 - 17,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,7/28/2022
9895,Capsicum,32,81,64,933,1kg,capsicum,38 - 53,37 - 41,resource/images/vegetables/capsicum-64.png,0.8,1.26,7/28/2022
9896,Bitter Gourd,35,64,87,1101,1kg,bitterGourd,42 - 58,40 - 44,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,7/28/2022
9897,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,7/28/2022
9898,Butter Beans,77,64,82,1229,1kg,butterBeans,92 - 127,89 - 98,resource/images/vegetables/butterBeans-64.png,1.1,0.8,7/28/2022
9899,Broad Beans,39,64,96,1293,1kg,broadBeans,47 - 64,45 - 50,resource/images/vegetables/broadBeans-64.png,1.2,0.66,7/28/2022
9900,Cabbage,21,64,70,1357,1kg,cabbage,25 - 35,24 - 27,resource/images/vegetables/cabbage-64.png,1,0.92,7/28/2022
9901,Carrot,43,85,64,464,1kg,carrot,52 - 71,49 - 55,resource/images/vegetables/carrot-64.png,1,1.28,7/28/2022
9902,Cauliflower,25,64,71,1421,1kg,cauliflower,30 - 41,29 - 32,resource/images/vegetables/cauliflower-64.png,1,0.92,7/28/2022
9903,Cluster beans,33,64,85,1485,1kg,clusterBeans,40 - 54,38 - 42,resource/images/vegetables/clusterBeans-64.png,1,0.77,7/28/2022
9904,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,7/28/2022
9905,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,7/28/2022
9906,Colocasia,26,64,96,1677,1kg,colocasia,31 - 43,30 - 33,resource/images/vegetables/colocasia-64.png,1,0.66,7/28/2022
9907,Coriander Leaves,12,64,56,1741,1kg,corianderLeaves,14 - 20,14 - 15,resource/images/vegetables/corianderLeaves-64.png,1,1.12,7/28/2022
9908,Corn,24,111,64,1805,1kg,corn,29 - 40,28 - 30,resource/images/vegetables/corn-64.png,0.8,1.7,7/28/2022
9909,Cucumber,20,64,92,1916,1kg,cucumber,24 - 33,23 - 25,resource/images/vegetables/cucumber-64.png,1,0.7,7/28/2022
9910,Curry Leaves,25,81,64,1980,1kg,curryLeaves,30 - 41,29 - 32,resource/images/vegetables/curryLeaves-64.png,1,1.26,7/28/2022
9911,Dill Leaves,11,77,64,2061,1kg,dillLeaves,13 - 18,13 - 14,resource/images/vegetables/dillLeaves-64.png,1,1.16,7/28/2022
9912,Drumsticks,30,64,87,2138,1kg,drumsticks,36 - 50,35 - 38,resource/images/vegetables/drumsticks-64.png,1,0.74,7/28/2022
9913,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,7/28/2022
9914,Brinjal (Big),29,71,64,2288,1kg,brinjalBig,35 - 48,33 - 37,resource/images/vegetables/brinjalBig-64.png,1,1.13,7/28/2022
9915,Elephant Yam,29,64,86,2423,1kg,elephantYam,35 - 48,33 - 37,resource/images/vegetables/elephantYam-64.png,1,0.75,7/28/2022
9916,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,7/28/2022
9917,French Beans,64,64,97,2615,1kg,frenchBeans,77 - 106,74 - 81,resource/images/vegetables/frenchBeans-64.png,1,0.67,7/28/2022
9918,Garlic,73,68,64,2679,1kg,garlic,88 - 120,84 - 93,resource/images/vegetables/garlic-64.png,1,1.04,7/28/2022
9919,Ginger,39,64,71,549,1kg,ginger,47 - 64,45 - 50,resource/images/vegetables/ginger-64.png,1,0.92,7/28/2022
9920,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,7/28/2022
9921,Green Peas,73,64,84,2943,1kg,greenPeas,88 - 120,84 - 93,resource/images/vegetables/greenPeas-64.png,1,0.77,7/28/2022
9922,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,7/28/2022
9923,Lemon (Lime),59,64,72,3071,1kg,lemon,71 - 97,68 - 75,resource/images/vegetables/lemon-64.png,1,0.88,7/28/2022
9924,Mango Raw,64,64,73,3210,1kg,mangoRaw,77 - 106,74 - 81,resource/images/vegetables/mangoRaw-64.png,1,0.87,7/28/2022
9925,Mint Leaves,4,64,101,3274,1kg,mintLeaves,7-May,5-May,resource/images/vegetables/mintLeaves-64.png,1,0.72,7/28/2022
9926,Mushroom,79,83,64,3338,1kg,mushroom,95 - 130,91 - 100,resource/images/vegetables/mushroom-64.png,0.8,1.29,7/28/2022
9927,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,7/28/2022
9928,Ladies Finger,33,92,64,3509,1kg,ladiesFinger,40 - 54,38 - 42,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,7/28/2022
9929,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,7/28/2022
9930,Radish,25,88,64,3665,1kg,radish,30 - 41,29 - 32,resource/images/vegetables/radish-64.png,0.9,1.37,7/28/2022
9931,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,7/28/2022
9932,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,7/28/2022
9933,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,7/28/2022
9934,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,7/28/2022
9935,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,7/28/2022
9936,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,7/28/2022
9937,Onion Big,21,64,64,0,1kg,onionBig,25 - 35,24 - 27,resource/images/vegetables/onionBig-64.png,1,1,7/29/2022
9938,Onion Small,32,60,64,64,1kg,onionSmall,38 - 53,37 - 41,resource/images/vegetables/onionSmall-64.png,1,0.94,7/29/2022
9939,Tomato,20,50,64,124,1kg,tomato,24 - 33,23 - 25,resource/images/vegetables/tomato-64.png,1.2,0.77,7/29/2022
9940,Green Chilli,37,69,64,174,1kg,greenChili,44 - 61,43 - 47,resource/images/vegetables/greenChili-64.png,1,1.08,7/29/2022
9941,Beetroot,41,93,64,243,1kg,beetroot,49 - 68,47 - 52,resource/images/vegetables/beetroot-64.png,0.8,1.43,7/29/2022
9942,Potato,33,64,90,400,1kg,potato,40 - 54,38 - 42,resource/images/vegetables/potato-64.png,1,0.72,7/29/2022
9943,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,7/29/2022
9944,Amaranth Leaves,9,64,78,613,1kg,amaranthLeaves,15-Nov,11-Oct,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,7/29/2022
9945,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,7/29/2022
9946,Ash gourd,28,64,109,741,1kg,ashGourd,34 - 46,32 - 36,resource/images/vegetables/ashGourd-64.png,1,0.59,7/29/2022
9947,Baby Corn,49,64,100,805,1kg,babyCorn,59 - 81,56 - 62,resource/images/vegetables/babyCorn-64.png,1,0.64,7/29/2022
9948,Banana Flower,13,64,107,869,1kg,bananaFlower,16 - 21,15 - 17,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,7/29/2022
9949,Capsicum,32,81,64,933,1kg,capsicum,38 - 53,37 - 41,resource/images/vegetables/capsicum-64.png,0.8,1.26,7/29/2022
9950,Bitter Gourd,35,64,87,1101,1kg,bitterGourd,42 - 58,40 - 44,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,7/29/2022
9951,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,7/29/2022
9952,Butter Beans,77,64,82,1229,1kg,butterBeans,92 - 127,89 - 98,resource/images/vegetables/butterBeans-64.png,1.1,0.8,7/29/2022
9953,Broad Beans,39,64,96,1293,1kg,broadBeans,47 - 64,45 - 50,resource/images/vegetables/broadBeans-64.png,1.2,0.66,7/29/2022
9954,Cabbage,21,64,70,1357,1kg,cabbage,25 - 35,24 - 27,resource/images/vegetables/cabbage-64.png,1,0.92,7/29/2022
9955,Carrot,43,85,64,464,1kg,carrot,52 - 71,49 - 55,resource/images/vegetables/carrot-64.png,1,1.28,7/29/2022
9956,Cauliflower,25,64,71,1421,1kg,cauliflower,30 - 41,29 - 32,resource/images/vegetables/cauliflower-64.png,1,0.92,7/29/2022
9957,Cluster beans,33,64,85,1485,1kg,clusterBeans,40 - 54,38 - 42,resource/images/vegetables/clusterBeans-64.png,1,0.77,7/29/2022
9958,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,7/29/2022
9959,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,7/29/2022
9960,Colocasia,26,64,96,1677,1kg,colocasia,31 - 43,30 - 33,resource/images/vegetables/colocasia-64.png,1,0.66,7/29/2022
9961,Coriander Leaves,12,64,56,1741,1kg,corianderLeaves,14 - 20,14 - 15,resource/images/vegetables/corianderLeaves-64.png,1,1.12,7/29/2022
9962,Corn,24,111,64,1805,1kg,corn,29 - 40,28 - 30,resource/images/vegetables/corn-64.png,0.8,1.7,7/29/2022
9963,Cucumber,20,64,92,1916,1kg,cucumber,24 - 33,23 - 25,resource/images/vegetables/cucumber-64.png,1,0.7,7/29/2022
9964,Curry Leaves,25,81,64,1980,1kg,curryLeaves,30 - 41,29 - 32,resource/images/vegetables/curryLeaves-64.png,1,1.26,7/29/2022
9965,Dill Leaves,11,77,64,2061,1kg,dillLeaves,13 - 18,13 - 14,resource/images/vegetables/dillLeaves-64.png,1,1.16,7/29/2022
9966,Drumsticks,30,64,87,2138,1kg,drumsticks,36 - 50,35 - 38,resource/images/vegetables/drumsticks-64.png,1,0.74,7/29/2022
9967,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,7/29/2022
9968,Brinjal (Big),29,71,64,2288,1kg,brinjalBig,35 - 48,33 - 37,resource/images/vegetables/brinjalBig-64.png,1,1.13,7/29/2022
9969,Elephant Yam,29,64,86,2423,1kg,elephantYam,35 - 48,33 - 37,resource/images/vegetables/elephantYam-64.png,1,0.75,7/29/2022
9970,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,7/29/2022
9971,French Beans,64,64,97,2615,1kg,frenchBeans,77 - 106,74 - 81,resource/images/vegetables/frenchBeans-64.png,1,0.67,7/29/2022
9972,Garlic,73,68,64,2679,1kg,garlic,88 - 120,84 - 93,resource/images/vegetables/garlic-64.png,1,1.04,7/29/2022
9973,Ginger,39,64,71,549,1kg,ginger,47 - 64,45 - 50,resource/images/vegetables/ginger-64.png,1,0.92,7/29/2022
9974,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,7/29/2022
9975,Green Peas,73,64,84,2943,1kg,greenPeas,88 - 120,84 - 93,resource/images/vegetables/greenPeas-64.png,1,0.77,7/29/2022
9976,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,7/29/2022
9977,Lemon (Lime),59,64,72,3071,1kg,lemon,71 - 97,68 - 75,resource/images/vegetables/lemon-64.png,1,0.88,7/29/2022
9978,Mango Raw,64,64,73,3210,1kg,mangoRaw,77 - 106,74 - 81,resource/images/vegetables/mangoRaw-64.png,1,0.87,7/29/2022
9979,Mint Leaves,4,64,101,3274,1kg,mintLeaves,7-May,5-May,resource/images/vegetables/mintLeaves-64.png,1,0.72,7/29/2022
9980,Mushroom,79,83,64,3338,1kg,mushroom,95 - 130,91 - 100,resource/images/vegetables/mushroom-64.png,0.8,1.29,7/29/2022
